id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1376371614153990146,1376371614153990146,2021-03-29 08:57:19 +0545,2021-03-29,08:57:19,+0545,74679662,nepalitimes,Nepali Times,,Doctors and hospitals are reporting a significant proportion of infected individuals with what is called ‘Long Covid’ or ‘post-acute Covid-19 syndrome’ in which survivors continue to struggle with extended after-effects of the illness. @Sajana_B reports.   https://t.co/lsCvzGGQw4,en,"[{'screen_name': 'sajana_b', 'name': 'sajanaa baral', 'id': '1970632520'}]",['https://www.nepalitimes.com/banner/had-covid-beware-of-long-covid/'],[],0,1,7,[],[],https://twitter.com/NepaliTimes/status/1376371614153990146,False,,0,,,,,,,,[],,,,
1376165929965477888,1376165929965477888,2021-03-28 19:20:00 +0545,2021-03-28,19:20:00,+0545,74679662,nepalitimes,Nepali Times,,"Already bracing themselves for the second wave of #Covid19, Nepalis suffer another respiratory hazard: countrywide wildfires. @SoniaAwale reports  https://t.co/vpqSVAeif8",en,"[{'screen_name': 'soniaawale', 'name': 'sonia awale', 'id': '2578684512'}]",['https://www.nepalitimes.com/latest/thick-haze-adds-to-nepal-covid-19-woes/'],[],0,3,22,['covid19'],[],https://twitter.com/NepaliTimes/status/1376165929965477888,False,,0,,,,,,,,[],,,,
1376135917023322113,1376135917023322113,2021-03-28 17:20:44 +0545,2021-03-28,17:20:44,+0545,74679662,nepalitimes,Nepali Times,,"Locals in Kathmandu Valley celebrate #Holi, the festival of colours. Also known as Fagu Purnima, people celebrate the advent of the spring with enthusiasm and fanfare. Photos: @MachamasiAmit and @DeupalaMonika  https://t.co/TgX7l2FhKi",en,"[{'screen_name': 'machamasiamit', 'name': 'amit machamasi', 'id': '1166988113190608896'}, {'screen_name': 'deupalamonika', 'name': 'monika deupala', 'id': '1093180516063432704'}]",[],"['https://pbs.twimg.com/media/ExkEUZJUUAIh6qm.jpg', 'https://pbs.twimg.com/media/ExkEUZKUcAMM5p5.jpg', 'https://pbs.twimg.com/media/ExkEUZOUcAQT6Ss.jpg', 'https://pbs.twimg.com/media/ExkEUZSU8AA19Yf.jpg']",3,8,44,['holi'],[],https://twitter.com/NepaliTimes/status/1376135917023322113,False,,1,https://pbs.twimg.com/media/ExkEUZJUUAIh6qm.jpg,,,,,,,[],,,,
1376099443351515146,1376099443351515146,2021-03-28 14:55:48 +0545,2021-03-28,14:55:48,+0545,74679662,nepalitimes,Nepali Times,,Saving fireflies can help protect Nepal’s ecosystem and promote unique night tourism.    https://t.co/MfvkW0F2NI,en,[],['https://www.nepalitimes.com/banner/night-of-the-firefly/'],[],0,3,19,[],[],https://twitter.com/NepaliTimes/status/1376099443351515146,False,,0,,,,,,,,[],,,,
1376069706596057092,1376069706596057092,2021-03-28 12:57:38 +0545,2021-03-28,12:57:38,+0545,74679662,nepalitimes,Nepali Times,,"#Wildfires lead to hazardous air quality in #Nepal for third straight day, with no end in sight.  By @kundadixit   https://t.co/lItffUCzy4",en,"[{'screen_name': 'kundadixit', 'name': 'kunda dixit', 'id': '258388627'}]",['https://www.nepalitimes.com/banner/nepal-is-going-up-in-smoke/'],[],2,17,42,"['wildfires', 'nepal']",[],https://twitter.com/NepaliTimes/status/1376069706596057092,False,,0,,,,,,,,[],,,,
1376035822311464962,1376035822311464962,2021-03-28 10:43:00 +0545,2021-03-28,10:43:00,+0545,74679662,nepalitimes,Nepali Times,,"A public opinion survey conducted by Sharecast Initiative shows disenchantment for the centre, but hope in local leaders.  https://t.co/PPJqmK30xU",en,[],['https://www.nepalitimes.com/banner/in-a-state-of-disillusionment/'],[],2,1,9,[],[],https://twitter.com/NepaliTimes/status/1376035822311464962,False,,0,,,,,,,,[],,,,
1376003829926363139,1376003829926363139,2021-03-28 08:35:52 +0545,2021-03-28,08:35:52,+0545,74679662,nepalitimes,Nepali Times,,"It used to be difficult to get to Khaptad, and only local herders and those with helicopters ventured here, but with the spread of the road network, and airfields coming back into operation, places like Khaptad are not as remote as they used to be.   https://t.co/f0OI78U6sO",en,[],['https://www.nepalitimes.com/banner/holy-hike-to-the-sacred-khaptad-plateau/'],[],1,2,16,[],[],https://twitter.com/NepaliTimes/status/1376003829926363139,False,,0,,,,,,,,[],,,,
1375803361937661953,1375803361937661953,2021-03-27 19:19:17 +0545,2021-03-27,19:19:17,+0545,74679662,nepalitimes,Nepali Times,,"Leaders of political parties, well-wishers and relatives gathered  at Pashupati Aryaghat to pay their respects to Nepali Congress central committee member and former minister, Navindra Raj Joshi,  who passed away on Friday. Photos: @MachamasiAmit  https://t.co/oPBAtoeQCm",en,"[{'screen_name': 'machamasiamit', 'name': 'amit machamasi', 'id': '1166988113190608896'}]",[],"['https://pbs.twimg.com/media/ExfV3MfVoAQDEPc.jpg', 'https://pbs.twimg.com/media/ExfV3MfU8AARuLb.jpg', 'https://pbs.twimg.com/media/ExfV3MbVoAYJSV4.jpg', 'https://pbs.twimg.com/media/ExfV3MdVEAM8ecg.jpg']",0,0,8,[],[],https://twitter.com/NepaliTimes/status/1375803361937661953,False,,1,https://pbs.twimg.com/media/ExfV3MfVoAQDEPc.jpg,,,,,,,[],,,,
1375794482218561542,1375794482218561542,2021-03-27 18:44:00 +0545,2021-03-27,18:44:00,+0545,74679662,nepalitimes,Nepali Times,,"In her column 'Life Time', Anjana Rajbhandary (@anjyrajy) writes about how educating men can play a part in minimising the way women live in constant fear for their physical safety.  https://t.co/18P3rs8bjq",en,"[{'screen_name': 'anjyrajy', 'name': 'anjana rajbhandary', 'id': '3013523390'}]",['https://www.nepalitimes.com/opinion/educating-your-sons-will-protect-your-daughters/'],[],2,3,24,[],[],https://twitter.com/NepaliTimes/status/1375794482218561542,False,,0,,,,,,,,[],,,,
1375764283095715840,1375764283095715840,2021-03-27 16:44:00 +0545,2021-03-27,16:44:00,+0545,74679662,nepalitimes,Nepali Times,,Many people in #Kathmandu complain of a burning sensation in the eyes and difficulty breathing as the valley endures one of the worst air quality in recent years.  https://t.co/fhFxLfiUdh,en,[],['https://www.nepalitimes.com/latest/wildfires-in-nepal-cause-air-quality-to-plummet/'],[],1,5,34,['kathmandu'],[],https://twitter.com/NepaliTimes/status/1375764283095715840,False,,0,,,,,,,,[],,,,
1375734084131938308,1375734084131938308,2021-03-27 14:44:00 +0545,2021-03-27,14:44:00,+0545,74679662,nepalitimes,Nepali Times,,"#Editorial: Devolution for development In a remote #Nepal, local elected leaders are delivering basic services. Their voters seem to have noticed.  https://t.co/jpWyGdyDcp",en,[],['https://www.nepalitimes.com/editorial/devolution-for-development/'],[],0,5,15,"['editorial', 'nepal']",[],https://twitter.com/NepaliTimes/status/1375734084131938308,False,,0,,,,,,,,[],,,,
1375702839528353794,1375702839528353794,2021-03-27 12:39:50 +0545,2021-03-27,12:39:50,+0545,74679662,nepalitimes,Nepali Times,,Meet Saurabh Jyoti (@Jyotijyotisau)as he talks about his obsession with motorcycles and superheroes which inspired him to open the SJ Moto Gallery in Kathmandu. Jyoti shows us his favourite bikes and the ones that have nostalgic value from his childhood.  https://t.co/Jt3vxb8Qbi  https://t.co/6yB4hdqmKg,en,"[{'screen_name': 'jyotijyotisau', 'name': 'saurabh jyoti', 'id': '1927940329'}]",['https://www.youtube.com/watch?v=onKW91g5Fa8&t=64s'],['https://pbs.twimg.com/media/Exd6bn_VgAAf4H4.jpg'],0,0,5,[],[],https://twitter.com/NepaliTimes/status/1375702839528353794,False,,1,https://pbs.twimg.com/media/Exd6bn_VgAAf4H4.jpg,,,,,,,[],,,,
1375670115769835522,1375670115769835522,2021-03-27 10:29:48 +0545,2021-03-27,10:29:48,+0545,74679662,nepalitimes,Nepali Times,,"In this weekend’s #longread, Shristi Karki (@shristi550) looks at preparations for the 2021 #census set to begin in June, and the first one after the country moved to a federal system.   https://t.co/wQaE6esKMQ",en,"[{'screen_name': 'shristi550', 'name': 'shristi', 'id': '719191381885845504'}]",['https://www.nepalitimes.com/banner/everybody-counts-in-nepal/'],[],0,1,3,"['longread', 'census']",[],https://twitter.com/NepaliTimes/status/1375670115769835522,False,,0,,,,,,,,[],,,,
1375641977220440064,1375641977220440064,2021-03-27 08:38:00 +0545,2021-03-27,08:38:00,+0545,74679662,nepalitimes,Nepali Times,,"Since Nepal has now been declared the happiest country in South Asia, The Ass explores the possible reasons why Nepalis continue to be so cheerful these days. #satire  https://t.co/rlabah0AdF",en,[],['https://www.nepalitimes.com/opinion/happy-go-lucky-nepal/'],[],1,0,26,['satire'],[],https://twitter.com/NepaliTimes/status/1375641977220440064,False,,0,,,,,,,,[],,,,
1375458266893942790,1375458266893942790,2021-03-26 20:28:00 +0545,2021-03-26,20:28:00,+0545,74679662,nepalitimes,Nepali Times,,On Friday #Kathmandu Valley endured one of the worst air quality in recent years as #wildfires fanned by strong winds scorched forests in the #Himalayan foothills. Read here:  https://t.co/fhFxLfiUdh Photos: @MachamasiAmit  https://t.co/zmztSdMsiL,en,"[{'screen_name': 'machamasiamit', 'name': 'amit machamasi', 'id': '1166988113190608896'}]",['https://www.nepalitimes.com/latest/wildfires-in-nepal-cause-air-quality-to-plummet/'],"['https://pbs.twimg.com/media/ExZ4_1qVIAENavK.jpg', 'https://pbs.twimg.com/media/ExZ4_1sU8AIgDzs.jpg', 'https://pbs.twimg.com/media/ExZ4_1uUUAEpcqa.jpg', 'https://pbs.twimg.com/media/ExZ4_1vVIAMaCDQ.jpg']",0,6,28,"['kathmandu', 'wildfires', 'himalayan']",[],https://twitter.com/NepaliTimes/status/1375458266893942790,False,,1,https://pbs.twimg.com/media/ExZ4_1qVIAENavK.jpg,,,,,,,[],,,,
1375428067884027904,1375428067884027904,2021-03-26 18:28:00 +0545,2021-03-26,18:28:00,+0545,74679662,nepalitimes,Nepali Times,,"Relevant government agencies themselves do not have the required statistics, which poses a risk of poor communities not benefiting from programs targeted towards them.  https://t.co/sRnZM9P3e7",en,[],['https://www.nepalitimes.com/latest/lies-damned-lies-and-statistics/'],[],0,0,5,[],[],https://twitter.com/NepaliTimes/status/1375428067884027904,False,,0,,,,,,,,[],,,,
1375403610138271747,1375403610138271747,2021-03-26 16:50:49 +0545,2021-03-26,16:50:49,+0545,74679662,nepalitimes,Nepali Times,,#Kathmandu Valley endures one of the worst air quality in recent years as smoke is blowing right across the eastern #Himalaya after #wildfires ravage mountain forests.  #airpollution  https://t.co/fhFxLfAv4P,en,[],['https://www.nepalitimes.com/latest/wildfires-in-nepal-cause-air-quality-to-plummet/'],[],0,23,39,"['kathmandu', 'himalaya', 'wildfires', 'airpollution']",[],https://twitter.com/NepaliTimes/status/1375403610138271747,False,,0,,,,,,,,[],,,,
1375365656611323904,1375365656611323904,2021-03-26 14:20:00 +0545,2021-03-26,14:20:00,+0545,74679662,nepalitimes,Nepali Times,,"#20yearsago this week, Hemlata Rai wrote about the upcoming 2001 census and how for the first time the population survey would highlight women’s status and their contribution to the national economy. Read excerpts from March 2001 here:  https://t.co/sCIEY2RZDU",en,[],['https://www.nepalitimes.com/20-years-ago-this-week/20-years-ago-this-week-2/'],[],0,0,12,['20yearsago'],[],https://twitter.com/NepaliTimes/status/1375365656611323904,False,,0,,,,,,,,[],,,,
1375332787394244608,1375332787394244608,2021-03-26 12:09:23 +0545,2021-03-26,12:09:23,+0545,74679662,nepalitimes,Nepali Times,,"In her column 'Tech Away', Saniaa Shah (@saniaasan) highlights how unlimited opportunities for free learning makes the internet truly a blessing.  https://t.co/cqeoqmSdsz",en,"[{'screen_name': 'saniaasan', 'name': 'saniaa shah', 'id': '393229870'}]",['https://www.nepalitimes.com/opinion/the-internet-a-land-of-free-learning/'],[],0,1,4,[],[],https://twitter.com/NepaliTimes/status/1375332787394244608,False,,0,,,,,,,,[],,,,
1375302993600479232,1375302993600479232,2021-03-26 10:11:00 +0545,2021-03-26,10:11:00,+0545,74679662,nepalitimes,Nepali Times,,#Editorial  Most Nepalis are happy with the devolution of political power and resources to local councils.  https://t.co/jpWyGdQeAZ,en,[],['https://www.nepalitimes.com/editorial/devolution-for-development/'],[],0,1,7,['editorial'],[],https://twitter.com/NepaliTimes/status/1375302993600479232,False,,0,,,,,,,,[],,,,
1375273475166756864,1375273475166756864,2021-03-26 08:13:42 +0545,2021-03-26,08:13:42,+0545,74679662,nepalitimes,Nepali Times,,Dont miss Nepali Times this week. Grab a copy!  In this issue: ▶️ Devolution for development ▶️ Kalpana Maharjan’s peak performance ▶️ Kathmandu’s motorbike museum ▶️ The sun rises in Nepal’s Far West ▶️ Playing with symmetry and shadow ▶️ Educatings sons to protect daughters  https://t.co/RyDZdRhhtX,en,[],[],['https://pbs.twimg.com/media/ExXz7qPVoAMBZmP.jpg'],1,0,8,[],[],https://twitter.com/NepaliTimes/status/1375273475166756864,False,,1,https://pbs.twimg.com/media/ExXz7qPVoAMBZmP.jpg,,,,,,,[],,,,
1375240947252875265,1375240947252875265,2021-03-26 06:04:27 +0545,2021-03-26,06:04:27,+0545,74679662,nepalitimes,Nepali Times,,"A public opinion survey shows disenchantment for the centre, but hope in local leaders   https://t.co/PPJqmKkBps",en,[],['https://www.nepalitimes.com/banner/in-a-state-of-disillusionment/'],[],1,8,32,[],[],https://twitter.com/NepaliTimes/status/1375240947252875265,False,,0,,,,,,,,[],,,,
1375077511911079937,1375077511911079937,2021-03-25 19:15:01 +0545,2021-03-25,19:15:01,+0545,74679662,nepalitimes,Nepali Times,,"After surviving a deadly road accident 10 years ago, Ram Bahadur Tamang-Gole wheels himself 1,000 km across Nepal to raise money for charity. By @surendraphuyal   https://t.co/GH2zIkw9Qf",en,"[{'screen_name': 'surendraphuyal', 'name': 'surendra phuyal', 'id': '50640883'}]",['https://www.nepalitimes.com/latest/east-to-west-nepal-in-a-wheelchair/'],[],2,7,80,[],[],https://twitter.com/NepaliTimes/status/1375077511911079937,False,,0,,,,,,,,[],,,,
1375066183687364611,1375066183687364611,2021-03-25 18:30:00 +0545,2021-03-25,18:30:00,+0545,74679662,nepalitimes,Nepali Times,,"#weather The weekend looks mostly dry with no substantial westerly front in sight. However, the high valleys may get some passing storms with drizzles and flurries.  https://t.co/kAlCn7jM2U",en,[],[],['https://pbs.twimg.com/media/ExUwFwwUcAQmAMM.jpg'],0,2,8,['weather'],[],https://twitter.com/NepaliTimes/status/1375066183687364611,False,,1,https://pbs.twimg.com/media/ExUwFwwUcAQmAMM.jpg,,,,,,,[],,,,
1375059388562505730,1375059388562505730,2021-03-25 18:03:00 +0545,2021-03-25,18:03:00,+0545,74679662,nepalitimes,Nepali Times,,"#Aqi Wildfires in Chitwan, Parsa, and Nawalparasi shrouded Kathmandu in haze and pollution earlier this week, and the situation is unlikely to improve much. Mask up for all this dust, coronavirus, and air pollution.  https://t.co/DLF7LqgWXQ",en,[],[],['https://pbs.twimg.com/media/ExUtLvRVgAcGw2G.jpg'],1,5,21,['aqi'],[],https://twitter.com/NepaliTimes/status/1375059388562505730,False,,1,https://pbs.twimg.com/media/ExUtLvRVgAcGw2G.jpg,,,,,,,[],,,,
1375034197136404485,1375034197136404485,2021-03-25 16:22:54 +0545,2021-03-25,16:22:54,+0545,74679662,nepalitimes,Nepali Times,,"Lies, damned lies, and statistics  Ramesh Kumar (@Raw_Ku) on how Nepal government lacks relevant and accurate statistics for policy formation.   https://t.co/sRnZM9P3e7",en,"[{'screen_name': 'raw_ku', 'name': 'ramesh kumar', 'id': '424926657'}]",['https://www.nepalitimes.com/latest/lies-damned-lies-and-statistics/'],[],0,1,7,[],[],https://twitter.com/NepaliTimes/status/1375034197136404485,False,,0,,,,,,,,[],,,,
1375013028760936455,1375013028760936455,2021-03-25 14:58:47 +0545,2021-03-25,14:58:47,+0545,74679662,nepalitimes,Nepali Times,,"The photographs in the exhibition force us not just to look, but ponder the border between reality and imagination.   https://t.co/fGUFRZm8i2",en,[],['https://www.nepalitimes.com/banner/playing-with-symmetry-and-shadow/'],[],0,0,6,[],[],https://twitter.com/NepaliTimes/status/1375013028760936455,False,,0,,,,,,,,[],,,,
1374981161873719299,1374981161873719299,2021-03-25 12:52:09 +0545,2021-03-25,12:52:09,+0545,74679662,nepalitimes,Nepali Times,,The sacred plateau of Khaptad is now easily accessible with the spread of the road network and airfields coming back into operation.   https://t.co/f0OI78U6sO,en,[],['https://www.nepalitimes.com/banner/holy-hike-to-the-sacred-khaptad-plateau/'],[],0,2,9,[],[],https://twitter.com/NepaliTimes/status/1374981161873719299,False,,0,,,,,,,,[],,,,
1374948534701584386,1374948534701584386,2021-03-25 10:42:30 +0545,2021-03-25,10:42:30,+0545,74679662,nepalitimes,Nepali Times,,"The far-west has been neglected by the rest of #Nepal for centuries, but it is brimming with potential for socio-economic transformation. @SagloSamaj    https://t.co/illAre5PbQ",en,"[{'screen_name': 'saglosamaj', 'name': 'saglo samaj', 'id': '1338420167580086272'}]",['https://www.nepalitimes.com/banner/the-sun-rises-in-nepals-far-west/'],[],0,1,18,['nepal'],[],https://twitter.com/NepaliTimes/status/1374948534701584386,False,,0,,,,,,,,[],,,,
1374917267373187075,1374917267373187075,2021-03-25 08:38:15 +0545,2021-03-25,08:38:15,+0545,74679662,nepalitimes,Nepali Times,,New report highlights the challenging status of #Nepali #women compounded with increased unpaid household work and burgeoning instances of domestic abuse in 2020.  https://t.co/0ioOBWRZFp,en,[],['https://www.nepalitimes.com/latest/nepali-women-survive-pandemic-economy/'],[],0,0,4,"['nepali', 'women']",[],https://twitter.com/NepaliTimes/status/1374917267373187075,False,,0,,,,,,,,[],,,,
1374706527475408904,1374706527475408904,2021-03-24 18:40:51 +0545,2021-03-24,18:40:51,+0545,74679662,nepalitimes,Nepali Times,,#Nepal’s first #motorcycle museum with a caped crusader theme pays tribute to the transportation of choice of most #Nepalis. By @SoniaAwale    https://t.co/N5N30sB8VU,en,"[{'screen_name': 'soniaawale', 'name': 'sonia awale', 'id': '2578684512'}]",['https://www.nepalitimes.com/banner/kathmandus-new-motorbike-museum/'],[],0,1,18,"['nepal', 'motorcycle', 'nepalis']",[],https://twitter.com/NepaliTimes/status/1374706527475408904,False,,0,,,,,,,,[],,,,
1374679584524828673,1374679584524828673,2021-03-24 16:53:47 +0545,2021-03-24,16:53:47,+0545,74679662,nepalitimes,Nepali Times,,The decline of #fireflies indicates a degradation of the ecosystem yet there has been no systematic study of these glow worms  in #Nepal. By @SoniaAwale    https://t.co/MfvkW0F2NI,en,"[{'screen_name': 'soniaawale', 'name': 'sonia awale', 'id': '2578684512'}]",['https://www.nepalitimes.com/banner/night-of-the-firefly/'],[],0,2,15,"['fireflies', 'nepal']",[],https://twitter.com/NepaliTimes/status/1374679584524828673,False,,0,,,,,,,,[],,,,
1374649485045899265,1374649485045899265,2021-03-24 14:54:11 +0545,2021-03-24,14:54:11,+0545,74679662,nepalitimes,Nepali Times,,Action is needed for #Tuberculosis prevention as the #pandemic has worsened safety measures and service delivery.  By Kritika Dixit #WorldTuberculosisDay #WorldTBDay   https://t.co/43P9J3wyBT,en,[],['https://www.nepalitimes.com/latest/tackling-tb-amidst-a-pandemic/'],[],0,1,12,"['tuberculosis', 'pandemic', 'worldtuberculosisday', 'worldtbday']",[],https://twitter.com/NepaliTimes/status/1374649485045899265,False,,0,,,,,,,,[],,,,
1374613275967512577,1374613275967512577,2021-03-24 12:30:18 +0545,2021-03-24,12:30:18,+0545,74679662,nepalitimes,Nepali Times,,#Wildfires in national parks shroud #Kathmandu in haze and pollution as prevailing winds whip up fires in #Chitwan and Parsa National Parks.  https://t.co/DEzaZoeuPD,en,[],['https://www.nepalitimes.com/banner/central-nepal-engulfed-in-smoke/'],[],0,0,19,"['wildfires', 'kathmandu', 'chitwan']",[],https://twitter.com/NepaliTimes/status/1374613275967512577,False,,0,,,,,,,,[],,,,
1374581951705718790,1374581951705718790,2021-03-24 10:25:50 +0545,2021-03-24,10:25:50,+0545,74679662,nepalitimes,Nepali Times,,With the spread of the road network and airfields coming back into operation pilgrimage spots like #Khaptad are not as remote as they used to be.   https://t.co/f0OI78Cv4e,en,[],['https://www.nepalitimes.com/banner/holy-hike-to-the-sacred-khaptad-plateau/'],[],0,1,13,['khaptad'],[],https://twitter.com/NepaliTimes/status/1374581951705718790,False,,0,,,,,,,,[],,,,
1374552073807687680,1374552073807687680,2021-03-24 08:27:06 +0545,2021-03-24,08:27:06,+0545,74679662,nepalitimes,Nepali Times,,"To change the future of #water, we must rethink how we understand, value, and manage water as a precious resource, making every drop count.  https://t.co/mBL7qOArQ7",en,[],['https://www.nepalitimes.com/banner/too-little-too-much-or-too-polluted/'],[],0,0,13,['water'],[],https://twitter.com/NepaliTimes/status/1374552073807687680,False,,0,,,,,,,,[],,,,
1374375271663509508,1374375271663509508,2021-03-23 20:44:34 +0545,2021-03-23,20:44:34,+0545,74679662,nepalitimes,Nepali Times,,"After the pandemic halted Himalayan expeditions, climbers are back at Mt Everest Base Camp after one year.  https://t.co/ssHJscoRDy",en,[],['https://www.nepalitimes.com/latest/spring-returns-to-nepals-mountaineering/'],[],2,8,32,[],[],https://twitter.com/NepaliTimes/status/1374375271663509508,False,,0,,,,,,,,[],,,,
